query_id	unassigner_species	typestrain_id	region_mismatches	region_positions	probability_incompatible	unassigner_lineage
02ceafff498c8cf114285918eb9aa00f	Faecalibacterium prausnitzii	AJ413954	5	311	0.125663656426617	853 216851 216572 186802 186801 1239 1783272 2 131567 
02d31de7d731a90bf942a9176fddd087	Parabacteroides distasonis	EU136681	3	312	0.0199622343605517	823 375288 2005525 171549 200643 976 68336 1783270 2 131567 
03472920c66dd58d91ae9511fe42b20e	Faecalibacillus intestinalis	KY992931	1	302	0.00067349089274348	1982626 2678885 128827 526525 526524 1239 1783272 2 131567 
03a6fc8d5a34650eb3906002347f1eba	Pseudocitrobacter faecalis	KF057941	2	307	0.00436761981680466	1398493 1504576 543 91347 1236 1224 2 131567 
03c33cc5700146b3f1c32513edfe9bc8	Oxalobacter formigenes	U49757	3	304	0.0194826278541932	847 846 75682 80840 28216 1224 2 131567 
03e3964e802e181114ba7a803740e26a	Faecalibacterium prausnitzii	AJ413954	4	311	0.0532998457054511	853 216851 216572 186802 186801 1239 1783272 2 131567 
0448b05df49e1f5d49b592356270b218	Roseburia inulinivorans	AJ270473	6	324	0.197712289410894	360807 841 186803 186802 186801 1239 1783272 2 131567 
049396362a4eea07cc633730cff1f533	Bacteroides ovatus	AB510705	2	316	0.00343400073371813	28116 816 815 171549 200643 976 68336 1783270 2 131567 
04edb94d8115be129ef9106e3dc9cfd3	Anaerostipes hadrus	FR749932	3	326	0.01271177822273	649756 207244 186803 186802 186801 1239 1783272 2 131567 
056ed13b7a19c9c12271c1d8ae10e971	Bacteroides fragilis	CR626927	5	314	0.117780087979843	817 816 815 171549 200643 976 68336 1783270 2 131567 
0589c0d07528815f2b62a1a3ed64d1df	Fusicatenibacter saccharivorans	AB698910	1	322	0.00037754510006449	1150298 1407607 186803 186802 186801 1239 1783272 2 131567 
05977d637e16b5d4f1ad7d485b883a24	Dialister invisus	ACIM02000001	3	332	0.0118866091679848	218538 39948 31977 1843489 909932 1239 1783272 2 131567 
05a4ca9d59dd9ba7701e9402a6da355f	Alistipes ihumii	JX101692	3	315	0.0154913960055629	1470347 239759 171550 171549 200643 976 68336 1783270 2 131567 
05c34ccf140124b9b8ef8212a53d4f30	Coprococcus eutactus	EF031543	2	312	0.00341939361410148	33043 33042 186803 186802 186801 1239 1783272 2 131567 
05d493348cbc3ec8527fdbe86622fcf5	Catenibacterium mitsuokai	AB910738	1	306	0.00060330226341664	100886 135858 2810280 526525 526524 1239 1783272 2 131567 
06ae34f1403c89320bcf672714eb77cb	Phocaeicola massiliensis	AY126616	4	315	0.0480026162082068	204516 909656 815 171549 200643 976 68336 1783270 2 131567 
06c14f81a6d2ac7143d898531a0a076f	Megasphaera massiliensis	JX424772	1	326	0.00039471871356655	1232428 906 31977 1843489 909932 1239 1783272 2 131567 
07059ee5344f4d54e4fb2e42b04712c2	[Eubacterium] rectale	CP001107	2	326	0.00247150265647655	39491 186928 186803 186802 186801 1239 1783272 2 131567 
072213adf5c629262c8422ca95b132f4	Alistipes finegoldii	AB554230	0	310	2.30495416962961e-05	214856 239759 171550 171549 200643 976 68336 1783270 2 131567 
0723a260b6a501229a501b1c6ab7ac96	Faecalibacterium prausnitzii	AJ413954	3	311	0.017390708589695	853 216851 216572 186802 186801 1239 1783272 2 131567 
074fffee5c3ed1ca241870a025ba2f06	Blautia luti	AB691576	5	323	0.0962694958471176	89014 572511 186803 186802 186801 1239 1783272 2 131567 
07ad45b0efcbc3f6a2037fb16900edf1	Phocaeicola vulgatus	CP000139	2	315	0.00383587793997175	821 909656 815 171549 200643 976 68336 1783270 2 131567 
07de03f915179a15440f2e26c01d52e8	Alistipes shahii	FP929032	7	310	0.403222418724483	328814 239759 171550 171549 200643 976 68336 1783270 2 131567 
07ea1919bb89d70377b29554d9934a26	Bacteroides intestinalis	AB214328	2	310	0.00378698190428117	329854 816 815 171549 200643 976 68336 1783270 2 131567 
07f3c93c3219c9dd9fb6fb74bcbd9e5c	Victivallis lenta	MN537533	2	297	0.00605899074726123	2606640 172900 255528 278082 1313211 256845 1783257 2 131567 
088eb555a125ddec3a591f38284959ce	Phocaeicola vulgatus	CP000139	1	315	0.00051855082796881	821 909656 815 171549 200643 976 68336 1783270 2 131567 
08a76b6dfc98763a5b2b33327892b837	[Eubacterium] rectale	CP001107	3	326	0.011403674916252	39491 186928 186803 186802 186801 1239 1783272 2 131567 
0912648b051b8e64191fd2bbbb464f9e	Bacteroides thetaiotaomicron	AB510710	2	316	0.0034745819809655	818 816 815 171549 200643 976 68336 1783270 2 131567 
0928b34db38b265897daf612aaabb35d	Butyricimonas faecihominis	AB916501	1	311	0.00050196935005775	1472416 574697 1853231 171549 200643 976 68336 1783270 2 131567 
09cc906a9625221d09f0e0d1d39e36b5	Phocaeicola faecicola	MT551164	5	315	0.11392987410298	NA
0a7bbd2bc38b142fcf6d185c69a09485	Phocaeicola massiliensis	AY126616	1	315	0.0004649309317839	204516 909656 815 171549 200643 976 68336 1783270 2 131567 
0adf932c41e602c5cb50b8d75af5e8c9	Roseburia inulinivorans	AJ270473	4	324	0.0397346314834448	360807 841 186803 186802 186801 1239 1783272 2 131567 
0b6639944d5afb746e90691b93a37cea	Prevotella copri	ACBX02000014	4	317	0.044233591700959	165179 838 171552 171549 200643 976 68336 1783270 2 131567 
0bc3967bc156da9cbfbef6ecdb6df9ab	Lawsonibacter asaccharolyticus	LC371917	2	325	0.00247425186692062	2108523 2172004 538999 186802 186801 1239 1783272 2 131567 
0bcb60d2838f13f101570aa1bcdfb4f2	Phocaeicola vulgatus	CP000139	1	315	0.00051855082796881	821 909656 815 171549 200643 976 68336 1783270 2 131567 
0bcf050ffe422d3a56e10d54b5f0931e	Waltera intestinalis	MN537553	1	313	0.00053662178135105	2606635 2815781 186803 186802 186801 1239 1783272 2 131567 
0c167aee497bd56322f725fb7f8c55fc	Holdemanella porci	MN537482	2	316	0.00318353911623447	2652276 1573535 128827 526525 526524 1239 1783272 2 131567 
0c16f43af7eae97372cd92fdd4f89bca	Clostridium chauvoei	U51843	7	309	0.403116962502369	46867 1485 31979 186802 186801 1239 1783272 2 131567 
0ca0bd1aa2bf54b7161e503f517bc48c	Latilactobacillus graminis	AM113778	3	338	0.00986217348436646	60519 2767885 33958 186826 91061 1239 1783272 2 131567 
0d267ba7d408ed4ad43b40f019930f13	Bacteroides ovatus	AB510705	2	316	0.00343400073371813	28116 816 815 171549 200643 976 68336 1783270 2 131567 
0d3eb538caf795a189d36c621ef31c55	Bacteroides finegoldii	AB222699	0	316	1.84828778744262e-05	338188 816 815 171549 200643 976 68336 1783270 2 131567 
0d76e1d74f6b7a1d1b09752e7cf7e608	Oliverpabstia intestinalis	MN537507	5	324	0.0967893169005246	2606633 2815777 186803 186802 186801 1239 1783272 2 131567 
0d7e2ab3e39ac5c15d3def51668d28ab	Bacteroides xylanisolvens	AB510713	1	316	0.00047418141733679	371601 816 815 171549 200643 976 68336 1783270 2 131567 
0d8958c402b4684fe2100ab5e8f14c4b	Anaerostipes hadrus	FR749932	1	326	0.00036854193755542	649756 207244 186803 186802 186801 1239 1783272 2 131567 
0da008884ef70c58dfceeb6cbe6c9ff4	Roseburia intestinalis	AJ312385	0	324	1.36993694266341e-05	166486 841 186803 186802 186801 1239 1783272 2 131567 
0e365b55b7a252303332ad146b565730	Butyricimonas virosa	AB443949	6	311	0.231482852607278	544645 574697 1853231 171549 200643 976 68336 1783270 2 131567 
0e57baeb4b9a8856771ed3466a04404d	Phocaeicola dorei	AB242142	1	317	0.00043740505589828	357276 909656 815 171549 200643 976 68336 1783270 2 131567 
0e9b83249013bca3e8f33a98be93e2a3	Bacteroides ovatus	AB510705	1	316	0.00045558705116655	28116 816 815 171549 200643 976 68336 1783270 2 131567 
0f0485304e363d2ff36870b4acd9d3f0	Megasphaera massiliensis	JX424772	5	326	0.105159953390458	1232428 906 31977 1843489 909932 1239 1783272 2 131567 
0f1c42d54a30c01e0dfefe5e53c6c0e2	Odoribacter splanchnicus	CP002544	4	310	0.0571439684160818	28118 283168 1853231 171549 200643 976 68336 1783270 2 131567 
0f43b8e827c14c8c482d54ce9439eaf3	Veillonella infantium	LC191258	1	329	0.00031001679354758	1911679 29465 31977 1843489 909932 1239 1783272 2 131567 
0f74968c60cd683291b9a16feebdb33f	Coprococcus comes	ABVR01000038	2	324	0.00318097454221455	410072 33042 186803 186802 186801 1239 1783272 2 131567 
0f7de62bb2ba9a84ed0e3ce6ab3df655	Faecalibacterium prausnitzii	AJ413954	7	311	0.390634735531563	853 216851 216572 186802 186801 1239 1783272 2 131567 
0f95e8f845129cb5998c1a498e7ea993	Granulicatella adiacens	ACKZ01000002	1	318	0.00045070602223817	46124 117563 186828 186826 91061 1239 1783272 2 131567 
0fa655bc8ef3e15c6a02c470678eba49	Hungatella hathewayi	AJ311620	4	324	0.0423835163577367	154046 1649459 31979 186802 186801 1239 1783272 2 131567 
0fd8a3515482027242f513a7ae1c85c3	[Eubacterium] rectale	CP001107	1	326	0.00031592283511339	39491 186928 186803 186802 186801 1239 1783272 2 131567 
0fdb9592c07fa9fb4a9be537bb75e932	Faecalibacterium prausnitzii	AJ413954	6	311	0.240881879730148	853 216851 216572 186802 186801 1239 1783272 2 131567 
0ffdf45a3c2cd71d6beb8d31b0873ec6	Bacteroides ovatus	AB510705	2	316	0.00343400073371813	28116 816 815 171549 200643 976 68336 1783270 2 131567 
10b76beb7abee54592a8b3e8b18de6f0	Roseburia inulinivorans	AJ270473	8	324	0.492954415333154	360807 841 186803 186802 186801 1239 1783272 2 131567 
10ff0741a2f5683a5d1e4d025f881acb	Veillonella infantium	LC191258	2	329	0.0024303403635798	1911679 29465 31977 1843489 909932 1239 1783272 2 131567 
11499103edaa8d5afabdd34c921ee028	[Ruminococcus] torques	AAVP02000040	3	324	0.0136816919961646	33039 2316020 186803 186802 186801 1239 1783272 2 131567 
1188eebf609e2f604e460fbbb21c5b8d	Butyricicoccus faecihominis	LC082228	7	325	0.333489986344209	1712515 580596 31979 186802 186801 1239 1783272 2 131567 
11924da628939bf47d407e58aac8d72e	Enterocloster clostridioformis	M59089	2	324	0.0031000016375472	1531 2719313 186803 186802 186801 1239 1783272 2 131567 
12552c03e1b08534c310e84b754f8cbb	Clostridium fessum	KY992934	5	324	0.0925304441500809	2126740 1485 31979 186802 186801 1239 1783272 2 131567 
1272c67bbe87bb016b615621c19945ac	Clostridium fessum	KY992934	6	324	0.18838940104885	2126740 1485 31979 186802 186801 1239 1783272 2 131567 
128e69b0c0afb7998ad34287423fb174	Faecalibacterium prausnitzii	AJ413954	3	311	0.017390708589695	853 216851 216572 186802 186801 1239 1783272 2 131567 
12b7b39d1f6901dfc57d95252ca36470	Enterocloster lavalensis	EF564277	2	324	0.0026821990433552	460384 2719313 186803 186802 186801 1239 1783272 2 131567 
12f4bfa2dfe21a6bf4c2eee951de36b9	Faecalibacillus faecis	KY992930	4	302	0.0666280696450692	1982628 2678885 128827 526525 526524 1239 1783272 2 131567 
12f8358c8cfec20e2b2b02d947adc5dd	Roseburia inulinivorans	AJ270473	5	324	0.098430636237494	360807 841 186803 186802 186801 1239 1783272 2 131567 
1309d930331d68707b8be61f601cd326	Bacteroides uniformis	AB510711	3	314	0.0174769248005155	820 816 815 171549 200643 976 68336 1783270 2 131567 
13294995bb85a688e78008497c040701	Blautia luti	AB691576	7	323	0.329105198708715	89014 572511 186803 186802 186801 1239 1783272 2 131567 
1415499dc2ebeaa049dcf1bcf8ad9a00	Butyricimonas virosa	AB443949	4	311	0.0504508410627896	544645 574697 1853231 171549 200643 976 68336 1783270 2 131567 
143dd9551672628627330b5f1b034336	[Eubacterium] rectale	CP001107	2	326	0.00247150265647655	39491 186928 186803 186802 186801 1239 1783272 2 131567 
1440aceea3acad8783d8649a7068f4c6	Bacteroides fragilis	CR626927	3	314	0.0160347873354476	817 816 815 171549 200643 976 68336 1783270 2 131567 
144255dc55c976eb45537bb36c47f652	Dialister hominis	LC487980	1	332	0.00029743894445566	2582419 39948 31977 1843489 909932 1239 1783272 2 131567 
144e2f6917f6aac7434402f4663eb837	Prevotella copri	ACBX02000014	4	317	0.044233591700959	165179 838 171552 171549 200643 976 68336 1783270 2 131567 
1455eb34c035841bad25a5125b3f4fb5	Bacteroides zhangwenhongii	MK583535	6	316	0.219046539493288	NA
147668fd333f45aaac10ff6911840272	Lawsonibacter asaccharolyticus	LC371917	1	325	0.00031522903336589	2108523 2172004 538999 186802 186801 1239 1783272 2 131567 
14c8a95a04ff2239e3edd50f373eaac9	Clostridium fessum	KY992934	3	324	0.0112192802886627	2126740 1485 31979 186802 186801 1239 1783272 2 131567 
14ff21f4acd145cc39f8f0741497a9de	Butyricimonas virosa	AB443949	7	311	0.378257578855909	544645 574697 1853231 171549 200643 976 68336 1783270 2 131567 
15325106f0571bb0efc8c13e00e3d185	Clostridium saudiense	HG726039	1	309	0.00063683716317064	1414720 1485 31979 186802 186801 1239 1783272 2 131567 
1576ac25a2be4826c91637828e88db9a	Collinsella aerofaciens	AAVN02000007	6	303	0.2567831119803	74426 102106 84107 84999 84998 201174 1783272 2 131567 
1576f56660910de733b887d39ddb0c99	Oliverpabstia intestinalis	MN537507	4	324	0.039045402022863	2606633 2815777 186803 186802 186801 1239 1783272 2 131567 
157ffed7adb2b04e738a8fc93a9d39e3	Anaerotignum lactatifermentans	AY033434	3	327	0.0118722104562863	160404 2039240 186803 186802 186801 1239 1783272 2 131567 
15a9333dc57a91d079a75d4726ebaabe	Roseburia inulinivorans	AJ270473	1	324	0.00034417486226878	360807 841 186803 186802 186801 1239 1783272 2 131567 
162d092104c49ff70be4fd2db33a468f	Streptococcus salivarius	AY188352	2	316	0.003725628146927	1304 1301 1300 186826 91061 1239 1783272 2 131567 
163899514f53677cdd9c3b90c4d7005e	[Eubacterium] rectale	CP001107	1	326	0.00031592283511339	39491 186928 186803 186802 186801 1239 1783272 2 131567 
16798147acb19487f6921bd23c2f3d43	Anaerostipes hadrus	FR749932	0	326	1.58036334561018e-05	649756 207244 186803 186802 186801 1239 1783272 2 131567 
167f2313c755d37bfb67b922f54dc387	Bacteroides clarus	AB490801	2	314	0.00406364837754591	626929 816 815 171549 200643 976 68336 1783270 2 131567 
1687cd874cc97a1201c547f01c328585	Bacteroides stercoris	ABFZ02000022	4	314	0.0535679308046376	46506 816 815 171549 200643 976 68336 1783270 2 131567 
1690c0d728dc1ae4c55e1f0f3b4b6d84	Clostridium fessum	KY992934	5	324	0.0925304441500809	2126740 1485 31979 186802 186801 1239 1783272 2 131567 
16c90f7b69b8b1eaa98fd96cf10a7a5a	Streptococcus vestibularis	AY188353	1	316	0.00047876345230823	1343 1301 1300 186826 91061 1239 1783272 2 131567 
16d45f042b004f8f0dfcfc37cdee2ca6	Butyricimonas virosa	AB443949	5	311	0.119840374662996	544645 574697 1853231 171549 200643 976 68336 1783270 2 131567 
173450d7003c428a3943ed67c5298042	Megasphaera massiliensis	JX424772	2	326	0.00301663928634621	1232428 906 31977 1843489 909932 1239 1783272 2 131567 
1747cdb2aa44dcd9f770c679a17a3f0d	Holdemanella biformis	ABYT01000002	2	316	0.00337338333308434	1735 1573535 128827 526525 526524 1239 1783272 2 131567 
17db2a4cf30998155ecd31c78d02be83	Bacteroides finegoldii	AB222699	2	316	0.00323974818855421	338188 816 815 171549 200643 976 68336 1783270 2 131567 
184ca61d9e9b636975de57a58fc510ed	Phocaeicola vulgatus	CP000139	1	315	0.00051855082796881	821 909656 815 171549 200643 976 68336 1783270 2 131567 
184f096aed3b892bc4830246fd569d35	Lactobacillus rogosae	GU269544	2	326	0.00252348209485142	706562 1578 33958 186826 91061 1239 1783272 2 131567 
18aed80ff1916d599e970607d911639a	Faecalibacterium prausnitzii	AJ413954	6	311	0.240881879730148	853 216851 216572 186802 186801 1239 1783272 2 131567 
18f05e30f1bdb82571dad988c8694550	Barnesiella intestinihominis	AB547647	4	317	0.0438199287459855	487174 397864 2005519 171549 200643 976 68336 1783270 2 131567 
190fe68e29c490e4a1ecedd6d0faa25a	Roseburia inulinivorans	AJ270473	1	324	0.00034417486226878	360807 841 186803 186802 186801 1239 1783272 2 131567 
19579b24c7d2d08afe5ac26e1d322b44	Bacteroides ovatus	AB510705	1	316	0.00045558705116655	28116 816 815 171549 200643 976 68336 1783270 2 131567 
19b4b816033fcfa2c18412f56e957d70	Treponema succinifaciens	CP002631	2	312	0.00381620498646984	167 157 2845253 136 203692 203691 2 131567 
19cf05ce6d16a1637f028be5110a0cc5	Bacteroides nordii	EU136693	1	310	0.00077059500681297	291645 816 815 171549 200643 976 68336 1783270 2 131567 
19f4f61414b3eca06c6aa3c3e8f90ea4	Bacteroides xylanisolvens	AB510713	2	316	0.00355676291853324	371601 816 815 171549 200643 976 68336 1783270 2 131567 
1a14f8642db8c91cf8055ce4c0fc40cd	Faecalibacterium prausnitzii	AJ413954	5	311	0.125663656426617	853 216851 216572 186802 186801 1239 1783272 2 131567 
1a44722b8fab6de51fa449ab4a3572b5	Shigella flexneri	X96963	4	310	0.051881193724951	623 620 543 91347 1236 1224 2 131567 
1ac4c830c5284001f450c84523080e35	Clostridium fessum	KY992934	5	324	0.0925304441500809	2126740 1485 31979 186802 186801 1239 1783272 2 131567 
1aeecd83e3c59735ced302e5ca26e3fb	Odoribacter splanchnicus	CP002544	2	310	0.00442233574684081	28118 283168 1853231 171549 200643 976 68336 1783270 2 131567 
1b06900a388ecea61ef0747c62180363	Faecalibacterium prausnitzii	AJ413954	3	311	0.017390708589695	853 216851 216572 186802 186801 1239 1783272 2 131567 
1b27f83547f1a194347342c8f10b5711	Fusobacterium varium	AJ867036	6	297	0.281708150970596	856 848 203492 203491 203490 32066 2 131567 
1b4e910c0a59b8a0aceea37b3a3de2aa	Alistipes onderdonkii	LC468789	0	310	2.37359038879337e-05	328813 239759 171550 171549 200643 976 68336 1783270 2 131567 
1b56aa6fbd8446b9d70858c499573024	Desulfovibrio piger	AF192152	3	316	0.0159830907192207	901 872 194924 213115 28221 68525 1224 2 131567 
1b61ca000cfb616bb0b663fc36228598	[Eubacterium] siraeum	ABCA03000037	3	308	0.0184660648415709	39492 552397 216572 186802 186801 1239 1783272 2 131567 
1b86e037e113eb13af1f6229af3bf609	Clostridium fessum	KY992934	4	324	0.036797817232899	2126740 1485 31979 186802 186801 1239 1783272 2 131567 
1b8ec3bdd02374188325cc141863426a	Bacteroides nordii	EU136693	0	310	3.72908340530165e-05	291645 816 815 171549 200643 976 68336 1783270 2 131567 
1bb53ed37c57864f7301cbccd0d04bb0	Bacteroides fragilis	CR626927	2	314	0.0036585279185608	817 816 815 171549 200643 976 68336 1783270 2 131567 
1bb95038dce60e22432ae318d7bbb3b4	Dysosmobacter welbionis	MG963288	3	325	0.0127248173220894	2093857 2591381 216572 186802 186801 1239 1783272 2 131567 
1c15662776b4472584b5725b9ba6a649	Desulfovibrio piger	AF192152	0	316	2.16448143872672e-05	901 872 194924 213115 28221 68525 1224 2 131567 
1c3ab5c3e2ec39fac8086aec4b11bfd4	Barnesiella intestinihominis	AB547647	5	317	0.106589013905612	487174 397864 2005519 171549 200643 976 68336 1783270 2 131567 
1ccbc10a2b24b99ce1c3ba3d73c17c06	Streptococcus parasanguinis	CP002843	1	316	0.00047278810983919	1318 1301 1300 186826 91061 1239 1783272 2 131567 
1cf2893e1743055e616e048f4ea014be	Anaerotignum faecicola	MK439508	0	327	1.41663206956189e-05	2358141 2039240 186803 186802 186801 1239 1783272 2 131567 
1d154ff6ea7facf6522e971138c46955	Bacteroides ovatus	AB510705	2	316	0.00343400073371813	28116 816 815 171549 200643 976 68336 1783270 2 131567 
1d8f93b992ff3e271f4fe2fb57084e0b	Streptococcus cristatus	AY188347	5	314	0.117780087979843	45634 1301 1300 186826 91061 1239 1783272 2 131567 
1e62e63698c5491c5e4f9655cc59d1ad	Clostridium fessum	KY992934	2	324	0.00240138134187983	2126740 1485 31979 186802 186801 1239 1783272 2 131567 
1e9b7dd0aa77f3fae44f6ddddd823210	Bacteroides xylanisolvens	AB510713	2	316	0.00355676291853324	371601 816 815 171549 200643 976 68336 1783270 2 131567 
1ed6292b61561bbd2fb15be988b360fa	Pseudoflavonifractor capillosus	AY136666	8	325	0.47966465820321	106588 1017280 216572 186802 186801 1239 1783272 2 131567 
1ed98533c979cb08d4bdd940674f4fb7	Faecalitalea cylindroides	AB558487	3	318	0.0151821488028634	39483 1573534 128827 526525 526524 1239 1783272 2 131567 
1eda09995b84b83a83996fcb8ebb9af4	Catenibacterium mitsuokai	AB910738	1	306	0.00060330226341664	100886 135858 2810280 526525 526524 1239 1783272 2 131567 
1ef25fa6b20ea22f40a59aef120ad257	Alistipes ihumii	JX101692	3	315	0.0154913960055629	1470347 239759 171550 171549 200643 976 68336 1783270 2 131567 
1f5449c780e48cddc024184124413f27	Veillonella infantium	LC191258	2	329	0.0024303403635798	1911679 29465 31977 1843489 909932 1239 1783272 2 131567 
1f627b06d5a8911fda58641066d62fa8	Pseudoflavonifractor capillosus	AY136666	2	325	0.00250458866337965	106588 1017280 216572 186802 186801 1239 1783272 2 131567 
1f62c2ac4563497b2e60fca6a80010a9	Faecalimonas umbilicata	LC192831	1	324	0.00035054904462605	1912855 2005355 186803 186802 186801 1239 1783272 2 131567 
1f969178af7411200ec8874e664f7dfa	Slackia isoflavoniconvertens	AB566418	2	307	0.00472213319272518	572010 84108 1643826 1643822 84998 201174 1783272 2 131567 
1fb00798a375c3cb7747c8d7822d57aa	Bacteroides fragilis	CR626927	2	314	0.0036585279185608	817 816 815 171549 200643 976 68336 1783270 2 131567 
204b9546e96c283aa519efe82dc2ad9a	Prevotella hominis	MK567960	4	317	0.0443931035511499	2518605 838 171552 171549 200643 976 68336 1783270 2 131567 
20e99b54b795e4676010f45b77234382	[Eubacterium] rectale	CP001107	1	326	0.00031592283511339	39491 186928 186803 186802 186801 1239 1783272 2 131567 
2160891c4adc023f399fe871bf9b602b	Schaalia odontolytica	AB818950	2	309	0.00427589434038522	1660 2529408 2049 2037 1760 201174 1783272 2 131567 
2161557c7dc83e6f188e41a6397f3534	Barnesiella intestinihominis	AB547647	4	317	0.0438199287459855	487174 397864 2005519 171549 200643 976 68336 1783270 2 131567 
21c4653f3ded001724100e309cb4e5fe	Flavonifractor plautii	AGCK01000014	2	325	0.00252505373577438	292800 946234 216572 186802 186801 1239 1783272 2 131567 
21c5ccb4aa8ed332ea41ca7df84cfe7e	Bacteroides stercoris	ABFZ02000022	3	314	0.0175442193487255	46506 816 815 171549 200643 976 68336 1783270 2 131567 
21fe3ee7970116a6eabe6767371257e3	Lactobacillus rogosae	GU269544	1	326	0.00032120262394419	706562 1578 33958 186826 91061 1239 1783272 2 131567 
2205bdc3c37e448bfd83c1a75282670e	Holdemanella porci	MN537482	3	316	0.0142517240420201	2652276 1573535 128827 526525 526524 1239 1783272 2 131567 
224c198a0b80353dee258cdf0d36551e	Anaerostipes hadrus	FR749932	4	326	0.0404506488212801	649756 207244 186803 186802 186801 1239 1783272 2 131567 
225cd296afd0159edac61590edf06531	Enterocloster lavalensis	EF564277	3	324	0.012313749387336	460384 2719313 186803 186802 186801 1239 1783272 2 131567 
22b050d9e22c6282cc17ed0d24cf1071	Faecalibacillus intestinalis	KY992931	5	302	0.142116506858754	1982626 2678885 128827 526525 526524 1239 1783272 2 131567 
22ca51289a179553454e7d80a783ca61	Roseburia inulinivorans	AJ270473	2	324	0.0026821990433552	360807 841 186803 186802 186801 1239 1783272 2 131567 
233e3670f2e74ee9e59135df370c5b67	Faecalibacterium prausnitzii	AJ413954	6	311	0.240881879730148	853 216851 216572 186802 186801 1239 1783272 2 131567 
23a3d95f8772baf9e8efb2b41796008f	[Eubacterium] siraeum	ABCA03000037	2	308	0.0042949780666156	39492 552397 216572 186802 186801 1239 1783272 2 131567 
23be91b8cbf459bc63881a2fc38bc525	Bacteroides stercoris	ABFZ02000022	4	314	0.0535679308046376	46506 816 815 171549 200643 976 68336 1783270 2 131567 
23c51f8bf1ca0112945ec10114bf6e24	Anaerobutyricum hallii	L34621	4	322	0.0394175695839121	39488 2569097 186803 186802 186801 1239 1783272 2 131567 
2408f473ff6cb223bf7c7ef75b2adc78	Bacteroides fragilis	CR626927	2	314	0.0036585279185608	817 816 815 171549 200643 976 68336 1783270 2 131567 
249a485dd2d7f85dd7a501deeae40f59	Bacteroides intestinalis	AB214328	0	310	2.2553416970994e-05	329854 816 815 171549 200643 976 68336 1783270 2 131567 
24db2891ce75e1c2b919f682603dd348	[Eubacterium] rectale	CP001107	2	326	0.00247150265647655	39491 186928 186803 186802 186801 1239 1783272 2 131567 
24e45ba7991e4219a5b1ab21d9a9e27b	Romboutsia ilealis	JN381505	6	297	0.289950685183555	1115758 1501226 186804 186802 186801 1239 1783272 2 131567 
25126e50d7111055a2af3690d423d5ea	Bacteroides intestinalis	AB214328	1	310	0.00051089779002488	329854 816 815 171549 200643 976 68336 1783270 2 131567 
25740b4a030d6786f692632ace4b7265	Gordonibacter pamelaeae	AB566419	0	307	2.91013341366941e-05	471189 644652 1643826 1643822 84998 201174 1783272 2 131567 
